T [r = 1.1 + s = 0.25],P(t)(N=100)[r = 1.1 + s = 0.25],P(t) (N=1000)[r = 1.1 + s = 0.25],P(t) (N=10000)[r = 1.1 + s = 0.25],T [r = -1.0 + s = -0.5],P(t)(N=100)[r = -1.0 + s = -0.5],P(t) (N=1000)[r = -1.0 + s = -0.5],P(t) (N=10000)[r = -1.0 + s = -0.5],T [r = -1.0 + s = -1.0],P(t)(N=100) [r = -1.0 + s = -1.0],P(t) (N=1000) [r = -1.0 + s = -1.0],P(t) (N=10000) [r = -1.0 + s = -1.0]
32000.19,1.296430603232121e-138,3.994966549674042e-05,0.7613928625623212,182.57,1.377356554835908e-16,9.667278676912077e-06,0.02595476476278594,nan,nan,nan,nan
32281.55,7.951768745911927e-140,3.65470372675225e-05,0.7595718675937787,183.32,1.185466731660247e-16,9.219424261446166e-06,0.02556834864974008,nan,nan,nan,nan
32565.39,4.758748174308524e-141,3.340799671813943e-05,0.7577392347003105,184.09,1.016236620677053e-16,8.781203032180325e-06,0.02517761246357329,nan,nan,nan,nan
32851.73,2.778113894368391e-142,3.051442381397616e-05,0.7558949405648884,184.85,8.729092010704103e-17,8.369102925913957e-06,0.02479780658372023,nan,nan,nan,nan
33140.58,1.581949533509022e-143,2.784934726228825e-05,0.7540390277808796,185.62,7.482979260087209e-17,7.971299498276577e-06,0.02441884584196255,nan,nan,nan,nan
33431.97,8.783977161760294e-145,2.539661599002394e-05,0.7521714120251521,186.39,6.414754081894327e-17,7.592404616565926e-06,0.02404567638837016,nan,nan,nan,nan
33725.93,4.754627590729109e-146,2.314107589647086e-05,0.7502920113647773,187.16,5.499022314636267e-17,7.231519512485329e-06,0.02367820972032282,nan,nan,nan,nan
34022.47,2.508565602458453e-147,2.106865103317219e-05,0.7484008736621928,187.94,4.704594452563455e-17,6.883433287201178e-06,0.02331169588216503,nan,nan,nan,nan
34321.62,1.289700321664725e-148,1.916599097977816e-05,0.7464979208504897,188.72,4.024935287893052e-17,6.55210204958227e-06,0.0229508552935961,nan,nan,nan,nan
34623.39,6.460460199495654e-150,1.7420708804613e-05,0.7445832040341107,189.51,3.436583117469985e-17,6.232776096752933e-06,0.02259108147042982,nan,nan,nan,nan
34927.82,3.151933585003443e-151,1.582103383825529e-05,0.7426565858471987,190.3,2.934234386029573e-17,5.929012945506772e-06,0.02223694740239161,nan,nan,nan,nan
35234.93,1.497419355317606e-152,1.435607258164092e-05,0.7407180581223075,191.09,2.505317385862316e-17,5.64005412071525e-06,0.02188836468161003,nan,nan,nan,nan
35544.74,6.925903495628748e-154,1.301563709875909e-05,0.7387676145125974,191.88,2.139098101292798e-17,5.365178112607107e-06,0.02154524628608087,nan,nan,nan,nan
35857.27,3.118098748047653e-155,1.179020804389894e-05,0.7368052504998134,192.68,1.822761689580586e-17,5.100471726894256e-06,0.02120326548066796,nan,nan,nan,nan
36172.55,1.366011858595162e-156,1.067086523866003e-05,0.7348309008639118,193.48,1.553206080167485e-17,4.848825386750528e-06,0.02086671282723428,nan,nan,nan,nan
36490.6,5.822159201165665e-158,9.649330535486165e-06,0.7328445652739755,194.28,1.323513184010536e-17,4.609594737526881e-06,0.02053550216645907,nan,nan,nan,nan
36811.45,2.413511798269903e-159,8.717862006649674e-06,0.7308461830573516,195.09,1.125534214889418e-17,4.379396560470837e-06,0.02020550720094281,nan,nan,nan,nan
37135.12,9.728913564336752e-161,7.869285615755106e-06,0.7288357581180024,195.9,9.571701167705521e-18,4.160694231474613e-06,0.01988081508492024,nan,nan,nan,nan
37461.64,3.812409763242389e-162,7.096905378527972e-06,0.7268132343813828,196.71,8.139909212165336e-18,3.952913660316003e-06,0.01956134060432542,nan,nan,nan,nan
37791.02,1.452151821253412e-163,6.39454629781675e-06,0.7247786817146401,197.53,6.908459734211213e-18,3.753134979708863e-06,0.01924315089929313,nan,nan,nan,nan
38123.3,5.374392133358712e-165,5.756413400970578e-06,0.7227319866591495,198.35,5.863310591706419e-18,3.563453033980043e-06,0.01893013694833805,nan,nan,nan,nan
38458.51,1.932067494941215e-166,5.177160286374471e-06,0.7206731003873681,199.18,4.966332696662502e-18,3.381218387240231e-06,0.01861849049077034,nan,nan,nan,nan
38796.66,6.74602221215097e-168,4.651866776215985e-06,0.7186020990049498,200,4.214999033442856e-18,3.210332957834342e-06,0.01831563742373184,nan,nan,nan,nan
39137.78,2.287054476238047e-169,4.175945536008002e-06,0.7165189378749574,200.84,3.563047636497811e-18,3.044230884470267e-06,0.01801050499796898,nan,nan,nan,nan
39481.91,7.525514122197847e-171,3.745146290843336e-06,0.7144235141972908,201.67,3.017967358225042e-18,2.888549208709202e-06,0.017713998422399,nan,nan,nan,nan
39829.06,2.403165481846572e-172,3.355581386081124e-06,0.7123159104086922,202.51,2.551165819359152e-18,2.739096171007954e-06,0.01741888910222963,nan,nan,nan,nan
40179.26,7.445429509174547e-174,3.003638579539783e-06,0.7101960892941293,203.35,2.156566412200783e-18,2.59737580769245e-06,0.01712869620514973,nan,nan,nan,nan
40532.54,2.237304787046694e-175,2.685989781211921e-06,0.7080640163153799,204.19,1.823001333328015e-18,2.462988031524063e-06,0.01684333782518637,nan,nan,nan,nan
40888.93,6.51869414190026e-177,2.399571532256565e-06,0.7059196596253782,205.04,1.537950563405928e-18,2.334076786069727e-06,0.01655942120537502,nan,nan,nan,nan
41248.45,1.841238046648176e-178,2.141573382642953e-06,0.7037630499763278,205.9,1.294878454308534e-18,2.210514177265283e-06,0.01627703464118377,nan,nan,nan,nan
41611.13,5.040155088419949e-180,1.909404809733878e-06,0.7015941603914871,206.75,1.092406797481846e-18,2.094817254649952e-06,0.01600266380662349,nan,nan,nan,nan
41977.01,1.336565162270265e-181,1.700682958859535e-06,0.6994129070962352,207.61,9.197525974221351e-19,1.983920695248854e-06,0.01572977158447302,nan,nan,nan,nan
42346.09,3.4335917041337e-183,1.513244150757862e-06,0.6972194471504036,208.47,7.743862839509804e-19,1.878894837389715e-06,0.01546153297285953,nan,nan,nan,nan
42718.43,8.540060007677057e-185,1.345075614762841e-06,0.6950135832223047,209.34,6.5069208056034e-19,1.778303838641911e-06,0.0151948293442661,nan,nan,nan,nan
43094.03,2.056491652352905e-186,1.194363289771242e-06,0.6927954767610168,210.21,5.467557890407391e-19,1.683098212629036e-06,0.01493272621845785,nan,nan,nan,nan
43472.94,4.792159933810559e-188,1.05942782364453e-06,0.6905649958656057,211.08,4.594214403103368e-19,1.592989640914502e-06,0.01467514423908712,nan,nan,nan,nan
43855.19,1.080300857625531e-189,9.387444054663281e-07,0.6883221300969051,211.96,3.852657196411124e-19,1.506751983913001e-06,0.0144191213059426,nan,nan,nan,nan
44240.79,2.355722421742475e-191,8.309273115685019e-07,0.6860669885903846,212.84,3.230795555173039e-19,1.425182865421791e-06,0.01416756495528804,nan,nan,nan,nan
44629.78,4.967034097797639e-193,7.347048295632721e-07,0.6837995071617384,213.72,2.709309286341188e-19,1.348029550700857e-06,0.01392039726301369,nan,nan,nan,nan
45022.2,1.012258545331078e-194,6.489204306571099e-07,0.6815196252097272,214.61,2.267456344447134e-19,1.274246826022005e-06,0.01367480642962078,nan,nan,nan,nan
45418.06,1.993719056394867e-196,5.725287750632494e-07,0.679227459154466,215.5,1.89766384365689e-19,1.204502507220977e-06,0.01343354843646994,nan,nan,nan,nan
45817.4,3.793519489384681e-198,5.04574167406417e-07,0.6769229538563989,216.4,1.585005857874113e-19,1.137855684983556e-06,0.01319390779584954,nan,nan,nan,nan
46220.26,6.970343553929634e-200,4.441902598094131e-07,0.6746060577999341,217.3,1.323861219094566e-19,1.074896525401645e-06,0.01295854209694754,nan,nan,nan,nan
46626.66,1.236554835796812e-201,3.905949531283727e-07,0.6722768375413438,218.2,1.10574261837318e-19,1.015420984900403e-06,0.01272737507921542,nan,nan,nan,nan
47036.63,2.11734022336262e-203,3.430786394263737e-07,0.6699353046890544,219.11,9.217154712321389e-20,9.586298262090427e-07,0.01249783202608565,nan,nan,nan,nan
47450.2,3.49829740138912e-205,3.009997006988925e-07,0.6675814737171841,220.02,7.683156964308815e-20,9.050149222469708e-07,0.01227242886927482,nan,nan,nan,nan
47867.41,5.57492812039622e-207,2.637778263473171e-07,0.6652153053591539,220.93,6.404460246207519e-20,8.543986292693166e-07,0.01205109094417732,nan,nan,nan,nan
48288.3,8.565760666134029e-209,2.308898528626355e-07,0.6628367640373938,221.85,5.327906596160913e-20,8.061032521773219e-07,0.01183137842041736,nan,nan,nan,nan
48712.88,1.268801347650504e-210,2.018665566954388e-07,0.6604459865025476,222.77,4.432315543565757e-20,7.60537799231453e-07,0.01161567164130911,nan,nan,nan,nan
49141.19,1.811131617839408e-212,1.76283381829541e-07,0.6580429427634156,223.7,3.67989967903038e-20,7.170942852860269e-07,0.01140161702360423,nan,nan,nan,nan
49573.27,2.490363442257969e-214,1.537589290696986e-07,0.6556276065468721,224.63,3.055211551304301e-20,6.761323559585298e-07,0.01119150702320393,nan,nan,nan,nan
50009.15,3.297634602701547e-216,1.339513728661896e-07,0.6532000109036075,225.56,2.536568503868219e-20,6.375102579316848e-07,0.01098526894835392,nan,nan,nan,nan
50448.86,4.20378164859155e-218,1.165541447433256e-07,0.6507601918009251,226.5,2.101760102850235e-20,6.007142891322388e-07,0.01078067509617967,nan,nan,nan,nan
50892.44,5.157072548404287e-220,1.012923175523603e-07,0.6483081329514296,227.44,1.741484814305857e-20,5.660421188176703e-07,0.01057989167819181,nan,nan,nan,nan
51339.92,6.086428783836894e-222,8.792034923891017e-08,0.645843876793984,228.39,1.440082854487375e-20,5.330339375160859e-07,0.01038077136546219,nan,nan,nan,nan
51791.33,6.908580165880405e-224,7.621883209905e-08,0.6433674686982632,229.34,1.19084508274345e-20,5.019505953680146e-07,0.01018539862408278,nan,nan,nan,nan
52246.71,7.538929193605192e-226,6.599175334070814e-08,0.6408789024238924,230.29,9.847433477006836e-21,4.726798472990302e-07,0.009993702922369323,nan,nan,nan,nan
52706.1,7.905926767142395e-228,5.706450321886559e-08,0.6383781755148441,231.25,8.12684699857681e-21,4.448345660642023e-07,0.009803654129137706,nan,nan,nan,nan
53169.53,7.965057397999107e-230,4.928188240224538e-08,0.6358653434255322,232.21,6.706888885564904e-21,4.186296333474617e-07,0.009617219466132818,nan,nan,nan,nan
53637.03,7.707060574468995e-232,4.250590691608259e-08,0.6333404645554421,233.17,5.535032040247805e-21,3.93968417219036e-07,0.009434330203966433,nan,nan,nan,nan
54108.64,7.159456066939438e-234,3.661394634701253e-08,0.630803546563121,234.14,4.558798607065372e-21,3.705255627462077e-07,0.009253068121532038,nan,nan,nan,nan
54584.39,6.383126010991094e-236,3.149741610009962e-08,0.6282546543847689,235.11,3.754746962377273e-21,3.484776612742145e-07,0.009075288633178845,nan,nan,nan,nan
55064.33,5.459256602437683e-238,2.705998661034705e-08,0.6256937494022892,236.09,3.08632873415918e-21,3.275344900262497e-07,0.008899144820722923,nan,nan,nan,nan
55548.5,4.477215017636776e-240,2.321662001038893e-08,0.6231208507226387,237.07,2.536901993860531e-21,3.078499831653149e-07,0.008726419813323295,nan,nan,nan,nan
56036.91,3.520575503843623e-242,1.98924283031135e-08,0.6205361397162681,238.06,2.081116714386069e-21,2.891655536112375e-07,0.008555336016458599,nan,nan,nan,nan
56529.62,2.652724333743417e-244,1.702102687339681e-08,0.6179395359874408,239.05,1.707218800481262e-21,2.716151436343962e-07,0.008387606363237656,nan,nan,nan,nan
57026.67,1.914568814039061e-246,1.454411717666675e-08,0.615331069474653,240.04,1.400496191573026e-21,2.551299258511221e-07,0.008223165094776294,nan,nan,nan,nan
57528.08,1.323317535317265e-248,1.241051705240371e-08,0.6127108782445774,241.04,1.146584111882057e-21,2.394937328906061e-07,0.008060335513058556,nan,nan,nan,nan
58033.91,8.75412738744576e-251,1.057511369708994e-08,0.6100788947287578,242.04,9.387066766270496e-22,2.248158380579277e-07,0.007900730173147566,nan,nan,nan,nan
58544.18,5.541549172078808e-253,8.998500099206143e-09,0.6074352637740557,243.04,7.685177350816474e-22,2.11037509965969e-07,0.007744285230776706,nan,nan,nan,nan
59058.93,3.355418606131083e-255,7.646093785230716e-09,0.6047800293236975,244.05,6.279269477218786e-22,1.979783643425565e-07,0.007589420070037682,nan,nan,nan,nan
59578.22,1.942231054287824e-257,6.487618231107597e-09,0.6021131366675363,245.07,5.120302137235809e-22,1.856099002199167e-07,0.007436164420043444,nan,nan,nan,nan
60102.07,1.074502855677601e-259,5.496729587450509e-09,0.5994347408120991,246.09,4.17524587401426e-22,1.740141412626174e-07,0.007286003511681433,nan,nan,nan,nan
60630.52,5.679294671000809e-262,4.650411507192104e-09,0.5967448972027969,247.11,3.404619032478494e-22,1.6314281362949e-07,0.007138874851818297,nan,nan,nan,nan
61163.62,2.866460401114315e-264,3.92861483301659e-09,0.5940436145574118,248.14,2.770679105382025e-22,1.528539552304955e-07,0.006993318405680249,nan,nan,nan,nan
61701.41,1.380987854633345e-266,3.313928075498278e-09,0.5913309566681766,249.17,2.254778767247882e-22,1.432139798855537e-07,0.006850729749208235,nan,nan,nan,nan
62243.93,6.348246673799613e-269,2.791237346516378e-09,0.5886069911544397,250.2,1.834939051352511e-22,1.341819647632366e-07,0.006711048371337748,nan,nan,nan,nan
62791.22,2.783334508150838e-271,2.347442820822976e-09,0.5858717894574819,251.24,1.490289323954387e-22,1.256400808386406e-07,0.006572900283230993,nan,nan,nan,nan
63343.32,1.163462375400763e-273,1.971207521685161e-09,0.583125426834352,252.29,1.20795505895148e-22,1.175675843992714e-07,0.006436308606860969,nan,nan,nan,nan
63900.27,4.634920243446677e-276,1.652735084666618e-09,0.580367982350711,253.33,9.810693858442741e-23,1.100833545997919e-07,0.006303816084187404,nan,nan,nan,nan
64462.13,1.758638797445456e-278,1.383564705073937e-09,0.577599440558921,254.39,7.936173438357731e-23,1.02945263808767e-07,0.006171581816374326,nan,nan,nan,nan
65028.92,6.354323542709978e-281,1.15642716187631e-09,0.5748199873762739,255.44,6.432670958242736e-23,9.633093126457277e-08,0.006043329953448003,nan,nan,nan,nan
65600.69,2.18526874554706e-283,9.650566408124354e-10,0.5720296645638711,256.51,5.193187505451472e-23,9.002762674799794e-08,0.005915376673072126,nan,nan,nan,nan
66177.49000000001,7.149370563668069e-286,8.040742674720647e-10,0.5692285186060914,257.57,4.200929856322868e-23,8.41900014706435e-08,0.005791290644426014,nan,nan,nan,nan
66759.37,2.224040806015274e-288,6.688696555852904e-10,0.5664166007073856,258.64,3.391470911966843e-23,7.868112483513297e-08,0.005668673702893367,nan,nan,nan,nan
67346.36,6.576584805892144e-291,5.555007782943778e-10,0.5635940627177298,259.72,2.732511528194631e-23,7.348622369145319e-08,0.005547543266714239,nan,nan,nan,nan
67938.50999999999,1.847674202349183e-293,4.605945840638044e-10,0.5607609638205516,260.8,2.20158728927042e-23,6.863431456713197e-08,0.005429001193058332,nan,nan,nan,nan
68535.87,4.929492715837511e-296,3.812739108801235e-10,0.5579173678916702,261.88,1.773821095451899e-23,6.410275150181514e-08,0.005312992172783183,nan,nan,nan,nan
69138.48,1.248413856718479e-298,3.150895225005714e-10,0.5550633907301999,262.97,1.426313397846017e-23,5.983253026947778e-08,0.005198422290159503,nan,nan,nan,nan
69746.39,2.999708237412253e-301,2.599576337949789e-10,0.5521991048400867,264.06,1.146885621154912e-23,5.584677091975713e-08,0.005086323003685325,nan,nan,nan,nan
70359.64,6.835828972086116e-304,2.141102371197415e-10,0.5493246341350378,265.16,9.203573690844904e-24,5.209356660025719e-08,0.004975645808482595,nan,nan,nan,nan
70978.29000000001,1.476510632832526e-306,1.760476731063368e-10,0.5464400131841005,266.26,7.385720696150496e-24,4.85925978609333e-08,0.004867376923080302,nan,nan,nan,nan
71602.38,3.021640830317045e-309,1.445025959715081e-10,0.5435453746881709,267.37,5.91507840966802e-24,4.529825485920803e-08,0.004760511745637469,nan,nan,nan,nan
72231.95,5.856492971618441e-312,1.184044476492907e-10,0.5406408549790799,268.48,4.737269933692004e-24,4.222725237210345e-08,0.004655992835256004,nan,nan,nan,nan
72867.06,1.074391137680805e-314,9.684989309283603e-11,0.5377265024684148,269.59,3.793986295766099e-24,3.936444899344374e-08,0.004553768678718459,nan,nan,nan,nan
73507.75,1.86485374462166e-317,7.907943201559521e-11,0.5348024621690375,270.71,3.03245680682699e-24,3.667252870507214e-08,0.004452898225073634,nan,nan,nan,nan
74154.08,3.060736675986522e-320,6.445445771022071e-11,0.5318687921282869,271.84,2.418937956971099e-24,3.414309332359612e-08,0.004353391385787902,nan,nan,nan,nan
74806.09,4.940656458412465e-323,5.243990565968447e-11,0.5289256459625316,272.97,1.9295446604557e-24,3.178812214120823e-08,0.004256108179418115,nan,nan,nan,nan
75463.83,0,4.258763269069487e-11,0.5259731360414911,274.1,1.539164155063779e-24,2.959558173851894e-08,0.004160998915476863,nan,nan,nan,nan
76127.36,0,3.452307790937767e-11,0.523011334717801,275.24,1.225310870062867e-24,2.753684730933705e-08,0.00406720149222271,nan,nan,nan,nan
76796.71000000001,0,2.793417215964568e-11,0.5200404526001217,276.38,9.754558819179409e-25,2.562132302170079e-08,0.003975518454669644,nan,nan,nan,nan
77471.96000000001,0,2.256063910181383e-11,0.5170604826935916,277.53,7.749973495837248e-25,2.38239744595906e-08,0.003885125037510104,nan,nan,nan,nan
78153.14,0,1.818662720988663e-11,0.514071644219638,278.69,6.145030496908831e-25,2.213870459083698e-08,0.003796027660707703,nan,nan,nan,nan
78840.31,0,1.463288165793761e-11,0.511074028270429,279.84,4.882211934435868e-25,2.058566344500618e-08,0.003709715418469094,nan,nan,nan,nan
79533.53,0,1.175103826789876e-11,0.5080677313195433,281.01,3.863417949156979e-25,1.911737178474201e-08,0.003623915845958436,nan,nan,nan,nan
80232.84,0,9.418588203806045e-12,0.5050529411630612,282.17,3.063342233702675e-25,1.776503946532844e-08,0.003540808766389518,nan,nan,nan,nan
80938.29000000001,0,7.534452442008116e-12,0.5020298061440515,283.35,2.419255981735438e-25,1.648750051329713e-08,0.003458224010963613,nan,nan,nan,nan
81649.96000000001,0,6.015377790683362e-12,0.4989983514655432,284.52,1.9144185277e-25,1.531151414944015e-08,0.003378241018114739,nan,nan,nan,nan
82367.87,0,4.79310228988873e-12,0.4959588629135861,285.71,1.508879067429067e-25,1.420143116141621e-08,0.00329878812018646,nan,nan,nan,nan
83092.10000000001,0,3.811553951172662e-12,0.4929113756654703,286.89,1.191628107833367e-25,1.31801623081322e-08,0.00322184818129638,nan,nan,nan,nan
83822.7,0,3.024907925248787e-12,0.4898560572354012,288.09,9.373235387788359e-26,1.221687299150382e-08,0.003145444336899609,nan,nan,nan,nan
84559.72,0,2.395742250481271e-12,0.4867930792565825,289.28,7.387662867905303e-26,1.133115112609227e-08,0.003071466587384793,nan,nan,nan,nan
85303.23,0,1.893547699241806e-12,0.4837225351032775,290.49,5.79945380021342e-26,1.049635860519554e-08,0.002998029269992994,nan,nan,nan,nan
86053.27,0,1.493534078095421e-12,0.4806446469930356,291.69,4.561796187305607e-26,9.729218575239563e-09,0.002926933132325407,nan,nan,nan,nan
86809.90000000001,0,1.175570035789803e-12,0.4775595587996854,292.9,3.581095497630671e-26,9.012444188383387e-09,0.002856951541672269,nan,nan,nan,nan
87573.19,0,9.233508328974257e-13,0.4744673790105676,294.12,2.805609136174197e-26,8.343197873160189e-09,0.002788085504965998,nan,nan,nan,nan
88343.19,0,7.237073419444918e-13,0.4713683023496016,295.34,2.198054374755461e-26,7.723648468239845e-09,0.002720879465267883,nan,nan,nan,nan
89119.96000000001,0,5.660163325816127e-13,0.4682624875390947,296.57,1.718624252480889e-26,7.145584876029581e-09,0.002654762403213323,nan,nan,nan,nan
89903.55,0,4.41730949247565e-13,0.4651501377445337,297.8,1.343765356825678e-26,6.610785489591102e-09,0.002590251978259205,nan,nan,nan,nan
90694.04000000001,0,3.439842692851178e-13,0.4620313419124723,299.04,1.048569412250551e-26,6.112145381006229e-09,0.002526803738009264,nan,nan,nan,nan
91491.48,0,2.672787023323261e-13,0.4589063130358578,300.28,8.182215791786475e-27,5.651116832845003e-09,0.002464909662846198,nan,nan,nan,nan
92295.93000000001,0,2.072177240303603e-13,0.4557752289583141,301.53,6.372002143819389e-27,5.221559414927778e-09,0.002404050825226491,nan,nan,nan,nan
93107.46000000001,0,1.602937538418382e-13,0.4526382336486902,302.78,4.962275788619064e-27,4.824653874638574e-09,0.002344694597691141,nan,nan,nan,nan
93926.12,0,1.237162035310212e-13,0.4494955532448548,304.04,3.856711221335006e-27,4.455099700863241e-09,0.002286346565611997,nan,nan,nan,nan
94751.98,0,9.526804108318276e-14,0.4463473413736899,305.31,2.991469541873748e-27,4.111251269235766e-09,0.002229004686422001,nan,nan,nan,nan
95585.09,0,7.31933595998583e-14,0.4431938326421467,306.57,2.324988501623976e-27,3.796341618623984e-09,0.00217353561293329,nan,nan,nan,nan
96425.54000000001,0,5.610319022985187e-14,0.4400351151941736,307.85,1.799780380282944e-27,3.501121694522892e-09,0.002118599285359857,nan,nan,nan,nan
97273.37,0,4.290316838450279e-14,0.4368714706477622,309.13,1.39321524170503e-27,3.228859347042075e-09,0.002065051478898892,nan,nan,nan,nan
98128.66,0,3.2731515525844e-14,0.433703035104646,310.41,1.078491982123974e-27,2.977769295848966e-09,0.002012857098541953,nan,nan,nan,nan
98991.47,0,2.491205525725973e-14,0.4305300243169151,311.7,8.331954016054302e-28,2.744468784778488e-09,0.00196158957915233,nan,nan,nan,nan
99861.87,0,1.891516263905737e-14,0.4273526218094633,313,6.424037211536627e-28,2.527847504427352e-09,0.001911245557385295,nan,nan,nan,nan
100739.91,0,1.432718299444856e-14,0.424171088458662,314.3,4.953010304148291e-28,2.328324170083553e-09,0.001862193610451149,nan,nan,nan,nan
101625.68,0,1.082553519222621e-14,0.4209855447407463,315.6,3.818830785871339e-28,2.144549238631117e-09,0.001814400577364432,nan,nan,nan,nan
102519.24,0,8.159575026266766e-15,0.4177962249773617,316.92,2.932608427590305e-28,1.972782708013043e-09,0.00176712715594788,nan,nan,nan,nan
103420.65,0,6.134893884833159e-15,0.4146033673349483,318.23,2.25655800564952e-28,1.815921855312466e-09,0.001721429674572673,nan,nan,nan,nan
104329.99,0,4.601049746073884e-15,0.4114071437176133,319.55,1.732886685945217e-28,1.670476560169858e-09,0.001676578569772408,nan,nan,nan,nan
105247.33,0,3.441973660704556e-15,0.4082077666290843,320.88,1.328082542949656e-28,1.535709051748961e-09,0.001632569494528399,nan,nan,nan,nan
106172.73,0,2.568328978994698e-15,0.4050054877301422,322.22,1.015807023149747e-28,1.410921429159209e-09,0.001589397716974879,nan,nan,nan,nan
107106.27,0,1.911504234724978e-15,0.401800493803754,323.56,7.769576625776431e-29,1.296273716035941e-09,0.001547367576811607,nan,nan,nan,nan
108048.01,0,1.418969744725328e-15,0.3985930450854585,324.9,5.942695764854276e-29,1.1909419703739e-09,0.001506448884502622,nan,nan,nan,nan
108998.04,0,1.050586699935915e-15,0.3953833041982071,326.25,4.536290724555144e-29,1.093477405540306e-09,0.001466318955720748,nan,nan,nan,nan
109956.42,0,7.757884489324343e-16,0.3921715404149573,327.61,3.455807182087359e-29,1.003354387688533e-09,0.00142697261537029,nan,nan,nan,nan
110923.23,0,5.713422939940441e-16,0.3889579599537329,328.97,2.632680311938723e-29,9.206591944132491e-10,0.001388682071572782,nan,nan,nan,nan
111898.53,0,4.196457700742791e-16,0.3857428399319108,330.33,2.005611210253762e-29,8.447796338543345e-10,0.001351418993704554,nan,nan,nan,nan
112882.42,0,3.073894764586928e-16,0.3825263302015968,331.71,1.521800950222805e-29,7.741740872995085e-10,0.001314629854212611,nan,nan,nan,nan
113874.95,0,2.245473530117141e-16,0.3793087492564217,333.08,1.157011601201519e-29,7.099185082738301e-10,0.001279098004796834,nan,nan,nan,nan
114876.21,0,1.635789127245806e-16,0.3760902892179162,334.47,8.761532090665319e-30,6.501731368832536e-10,0.001244028800052796,nan,nan,nan,nan
115886.27,0,1.188331223978774e-16,0.3728712116091854,335.86,6.634716929030092e-30,5.954558206299897e-10,0.001209921092486274,nan,nan,nan,nan
116905.22,0,8.608473509450024e-17,0.3696517186716929,337.25,5.024174798749744e-30,5.453434080986934e-10,0.001176748520597796,nan,nan,nan,nan
117933.12,0,6.218490699576542e-17,0.3664321119233785,338.66,3.789392252892816e-30,4.988169998547984e-10,0.001144027743003942,nan,nan,nan,nan
118970.07,0,4.479198335675004e-17,0.3632125715580498,340.06,2.863803036063303e-30,4.565486853026276e-10,0.00111243926797206,nan,nan,nan,nan
120016.13,0,3.217094475385739e-17,0.3599934069111101,341.48,2.155654758773519e-30,4.173338406164889e-10,0.001081290399659981,nan,nan,nan,nan
121071.38,0,2.303904971008249e-17,0.3567748686838123,342.9,1.622614188373325e-30,3.814873202586509e-10,0.001051013715587578,nan,nan,nan,nan
122135.92,0,1.645086707275483e-17,0.3535571515649738,344.32,1.221381482166647e-30,3.487198049962703e-10,0.00102158479415018,nan,nan,nan,nan
123209.81,0,1.171192451135952e-17,0.3503405757438061,345.75,9.175265352642531e-31,3.185652839103643e-10,0.0009927813214353222,nan,nan,nan,nan
124293.15,0,8.313219259019575e-18,0.3471253449745135,347.19,6.87887115333796e-31,2.908342881823965e-10,0.0009645970208152908,nan,nan,nan,nan
125386.02,0,5.883025248058729e-18,0.3439117275366119,348.63,5.157220693415442e-31,2.655172658624068e-10,0.0009372128508829437,nan,nan,nan,nan
126488.49,0,4.150620985514569e-18,0.3407000243762399,350.08,3.858739833235624e-31,2.422508197780704e-10,0.0009104239935294205,nan,nan,nan,nan
127600.66,0,2.919393187018728e-18,0.3374904527219884,351.53,2.887189435117629e-31,2.210231394652815e-10,0.0008844008564470514,nan,nan,nan,nan
128722.6,0,2.047055566861567e-18,0.3342833207457834,352.99,2.155938168934859e-31,2.015280761519444e-10,0.0008589497455101476,nan,nan,nan,nan
129854.41,0,1.430903879670128e-18,0.3310788542746365,354.46,1.606676948451101e-31,1.83636371156765e-10,0.0008340642320205704,nan,nan,nan,nan
130996.17,0,9.970664113929093e-19,0.3278773402652535,355.93,1.197349188339426e-31,1.673330954948429e-10,0.00080989970224963,nan,nan,nan,nan
132147.98,0,6.925589817901254e-19,0.324679013411401,357.41,8.90521328213121e-32,1.523808233059726e-10,0.0007862779965099592,nan,nan,nan,nan
133309.9,0,4.795128567962615e-19,0.3214842228834985,358.9,6.609963578847693e-32,1.386768964775701e-10,0.0007631925926415585,nan,nan,nan,nan
134482.05,0,3.309314692673933e-19,0.318293155864222,360.39,4.906296697167624e-32,1.262053925121219e-10,0.0007407849845071517,nan,nan,nan,nan
135664.5,0,2.276462925547384e-19,0.3151061405383009,361.89,3.634459122625007e-32,1.147828588778629e-10,0.0007188914791035044,nan,nan,nan,nan
136857.35,0,1.56082444503447e-19,0.3119234267899661,363.39,2.692314372601597e-32,1.043941501224671e-10,0.0006976450245835607,nan,nan,nan,nan
138060.68,0,1.066614550953531e-19,0.3087453214958264,364.9,1.990412042029612e-32,9.488566728208146e-11,0.0006768911059406877,nan,nan,nan,nan
139274.6,0,7.26450128161653e-20,0.3055720556376118,366.42,1.468559176086444e-32,8.618871319369146e-11,0.0006566232482233782,nan,nan,nan,nan
140499.19,0,4.931033663587908e-20,0.3024039426127851,367.94,1.08352743458513e-32,7.828889752021859e-11,0.0006369622622064699,nan,nan,nan,nan
141734.55,0,3.335725089256689e-20,0.2992412466953434,369.47,7.97846993088492e-33,7.106819501115602e-11,0.0006177664109522185,nan,nan,nan,nan
142980.77,0,2.248797191225746e-20,0.2960842611630472,371,5.87488423515634e-33,6.451346873085461e-11,0.0005991490566156634,nan,nan,nan,nan
