gamma,Re(eigenvalue 1),Re(eigenvalue 2),Im(eigenvalue 1),Im(eigenvalue 2)
0.22351020408163266,-1.0028279507277966,-0.2206822533538358,-0.20290474677787593,-0.00015391385612818594
0.22955102040816328,-1.0029249798841506,-0.22662604052401247,-0.20289400850881897,-0.00016465212518507291
0.23559183673469386,-1.003023369387278,-0.232568467347416,-0.20288274935121878,-0.00017591128278520238
0.2416326530612245,-1.003123145495828,-0.23850950756539668,-0.20287095052099083,-0.00018771011301324395
0.24767346938775509,-1.0032243350729748,-0.24444913431477985,-0.20285859250906077,-0.00020006812494314396
0.2537142857142857,-1.003326965600973,-0.25038732011331344,-0.2028456550505402,-0.00021300558346401023
0.25975510204081637,-1.0034310651959752,-0.25632403684484173,-0.202832117092467,-0.000226543541537171
0.26579591836734695,-1.0035366626231355,-0.26225925574421155,-0.20281795676004824,-0.00024070387395575205
0.2718367346938776,-1.003643787311963,-0.26819294738191435,-0.20280315132132215,-0.0002555093126818578
0.2778775510204082,-1.0037524693719357,-0.274125081648473,-0.20278767715016377,-0.0002709834838403829
0.28391836734693876,-1.003862739608359,-0.2800556277385803,-0.20277150968755142,-0.00028715094645265113
0.28995918367346935,-1.0039746295384695,-0.285984554135,-0.2027546234010066,-0.00030403723299745196
0.296,-1.0040881714077579,-0.291911828592242,-0.20273699174211235,-0.00032166889189166393
0.3020408163265306,-1.0042033982065064,-0.2978374181200245,-0.20271858710201662,-0.00034007353198753116
0.3080816326530612,-1.0043203436865213,-0.3037612889665404,-0.2026993807648153,-0.00035927986918877917
0.31412244897959185,-1.0044390423780474,-0.3096834066015447,-0.20267934285871092,-0.00037931777529317954
0.32016326530612244,-1.0045595296068388,-0.3156037356992839,-0.2026584423048292,-0.0004002183291748518
0.3262040816326531,-1.0046818415113616,-0.3215222401212915,-0.20263664676357845,-0.0004220138704256218
0.33224489795918366,-1.0048060150601088,-0.32743888289907486,-0.20261392257842298,-0.0004447380555810609
0.3382857142857143,-1.0049320880689894,-0.33335362621672454,-0.2025902347169405,-0.00046842591706352106
0.3443265306122449,-1.0050600992187662,-0.3392664313934783,-0.20256554670902238,-0.0004931139249815057
0.35036734693877547,-1.0051900880724982,-0.34517725886627737,-0.20253982058207184,-0.0005188400519321016
0.3564081632653061,-1.0053220950929478,-0.3510860681723581,-0.20251301679304295,-0.0005456438409610452
0.36244897959183675,-1.0054561616599145,-0.3569928179319225,-0.20248509415716093,-0.0005735664768431708
0.36848979591836734,-1.0055923300874254,-0.3628974658309418,-0.20245600977314937,-0.0006026508608546933
0.374530612244898,-1.0057306436407485,-0.3687999686041494,-0.20242571894478617,-0.0006329416892178807
0.38057142857142856,-1.005871146553144,-0.37470028201828437,-0.20239417509859572,-0.0006644855354083018
0.3866122448979592,-1.0060138840423012,-0.38059836085565824,-0.20236132969747916,-0.0006973309365249621
0.39265306122448984,-1.0061589023263713,-0.38649415889811917,-0.20232713215006987,-0.0007315284839343205
0.3986938775510204,-1.0063062486395211,-0.39238762891149964,-0.20229152971559372,-0.0007671309184104217
